09-2003,I,Sydney,Honolulu,Air Canada,YVR-HNL-SYD,USA,N America,Canada,N America,0,30,8455
09-2003,I,Sydney,Honolulu,Qantas Airways,HNL-SYD,USA,N America,USA,N America,0,13,3116
09-2003,I,Sydney,Jakarta,Qantas Airways,JKT-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,19,4358
09-2003,I,Sydney,Johannesburg,Qantas Airways,JNB-PER-SYD,South Africa,Africa,South Africa,Africa,1,1,432
09-2003,I,Sydney,Johannesburg,Qantas Airways,JNB-SYD,South Africa,Africa,South Africa,Africa,0,19,8018
09-2003,I,Sydney,Kota Kinabalu,Australian Airlines,BKI-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,4,1084
09-2003,I,Sydney,Kuala Lumpur,Lauda Air,VIE-KUL-SYD,Malaysia,SE Asia,Austria,Europe,0,22,7568
09-2003,I,Sydney,Kuala Lumpur,Malaysia Airlines,KUL-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,30,11580
09-2003,I,Sydney,Kuala Lumpur,Malaysia Airlines,KUL-SYD-MEL,Malaysia,SE Asia,Malaysia,SE Asia,0,17,4726
09-2003,I,Sydney,London,British Airways,LON-BKK-SYD,UK,Europe,UK,Europe,1,30,11630
09-2003,I,Sydney,London,British Airways,LON-SIN-SYD,UK,Europe,UK,Europe,1,30,10530
09-2003,I,Sydney,London,Qantas Airways,LON-BKK-SYD,UK,Europe,UK,Europe,1,1,394
09-2003,I,Sydney,London,Qantas Airways,LON-BKK-SYD-MEL,UK,Europe,UK,Europe,1,29,11375
09-2003,I,Sydney,London,Qantas Airways,LON-SIN-MEL-SYD,UK,Europe,UK,Europe,2,16,6231
09-2003,I,Sydney,London,Qantas Airways,LON-SIN-SYD,UK,Europe,UK,Europe,1,23,9062
09-2003,I,Sydney,Los Angeles,Qantas Airways,LAX-AKL-BNE-SYD,USA,N America,USA,N America,2,12,5136
09-2003,I,Sydney,Los Angeles,Qantas Airways,LAX-AKL-SYD,USA,N America,USA,N America,1,7,1993
09-2003,I,Sydney,Los Angeles,Qantas Airways,LAX-SYD,USA,N America,USA,N America,0,54,19376
09-2003,I,Sydney,Los Angeles,Qantas Airways,LAX-SYD-MEL,USA,N America,USA,N America,0,1,358
09-2003,I,Sydney,Los Angeles,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,0,12,4283
09-2003,I,Sydney,Los Angeles,United Airlines,CHI-LAX-SYD-MEL,USA,N America,USA,N America,0,30,10410
09-2003,I,Sydney,Manila,Philippine Airlines,MNL-MEL-SYD,Philippines,SE Asia,Philippines,SE Asia,1,12,3624
09-2003,I,Sydney,Manila,Qantas Airways,MNL-BNE-SYD,Philippines,SE Asia,Philippines,SE Asia,1,4,906
09-2003,I,Sydney,Manila,Qantas Airways,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,13,2986
09-2003,I,Sydney,Nadi,Fiji Airways,NAN-SYD,Fiji,Islands,Fiji,Islands,0,30,13740
09-2003,I,Sydney,Nagoya,Australian Airlines,NGO-CNS-SYD,Japan,NE Asia,Japan,NE Asia,1,26,7044
09-2003,I,Sydney,New York,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,1,12,4283
09-2003,I,Sydney,New York,United Airlines,NYC-SFO-SYD,USA,N America,USA,N America,1,30,10410
09-2003,I,Sydney,Niue,Polynesian Airlines,APW-IUE-AKL-SYD,Niue,Islands,Western Samoa,Islands,1,5,770
09-2003,I,Sydney,Noumea,Air Caledonie,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,17,3157
09-2003,I,Sydney,Noumea,Qantas Airways,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,13,2151
09-2003,I,Sydney,Osaka,Japan Airlines,OSA-BNE-SYD,Japan,NE Asia,Japan,NE Asia,1,30,14326
09-2003,I,Sydney,Palmerston,Freedom Air International,PMR-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,10,1338
09-2003,I,Sydney,Port Moresby,Air Niugini,POM-BNE-SYD,Papua New Guinea,Islands,Papua New Guinea,Islands,1,8,1840
09-2003,I,Sydney,Port Vila,Air Vanuatu,VLI-SYD,Vanuatu,Islands,Vanuatu,Islands,0,23,2878
09-2003,I,Sydney,Queenstown,Air New Zealand,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,8,922
09-2003,I,Sydney,Queenstown,Qantas Airways,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,4,432
09-2003,I,Sydney,San Francisco,United Airlines,NYC-SFO-SYD,USA,N America,USA,N America,0,30,10410
09-2003,I,Sydney,Santiago,LAN Airlines,SCL-AKL-SYD,Chile,S America,Chile,S America,1,13,3367
09-2003,I,Sydney,Seoul,Asiana Airlines,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,30,9300
09-2003,I,Sydney,Seoul,Korean Air,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,30,11474
09-2003,I,Sydney,Shanghai,Air China,BJS-SHA-MEL-SYD,China,NE Asia,China,NE Asia,1,5,1505
09-2003,I,Sydney,Shanghai,Air China,BJS-SHA-SYD,China,NE Asia,China,NE Asia,0,12,3612
09-2003,I,Sydney,Shanghai,China Eastern Airlines,BJS-SHA-SYD,China,NE Asia,China,NE Asia,0,17,4879
09-2003,I,Sydney,Singapore,Australian Airlines,SIN-DPS-SYD,Singapore,SE Asia,Singapore,SE Asia,1,13,3523
09-2003,I,Sydney,Singapore,British Airways,LON-SIN-SYD,Singapore,SE Asia,UK,Europe,0,30,10530
09-2003,I,Sydney,Singapore,Emirates,DXB-SIN-SYD-AKL,Singapore,SE Asia,United Arab Emirates,Middle East,0,30,11400
09-2003,I,Sydney,Singapore,Qantas Airways,FRA-SIN-SYD,Singapore,SE Asia,Germany,Europe,0,30,12960
09-2003,I,Sydney,Singapore,Qantas Airways,LON-SIN-MEL-SYD,Singapore,SE Asia,UK,Europe,1,16,6231
09-2003,I,Sydney,Singapore,Qantas Airways,LON-SIN-SYD,Singapore,SE Asia,UK,Europe,0,23,9062
09-2003,I,Sydney,Singapore,Qantas Airways,SIN-BNE-SYD,Singapore,SE Asia,Singapore,SE Asia,1,8,2596
09-2003,I,Sydney,Singapore,Qantas Airways,SIN-DRW-ADL-SYD,Singapore,SE Asia,Singapore,SE Asia,2,9,2038
09-2003,I,Sydney,Singapore,Qantas Airways,SIN-PER-SYD,Singapore,SE Asia,Singapore,SE Asia,1,2,659
09-2003,I,Sydney,Singapore,Singapore Airlines,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,90,32379
09-2003,I,Sydney,Suva,Fiji Airways,SUV-SYD,Fiji,Islands,Fiji,Islands,0,9,1386
09-2003,I,Sydney,Taipei,China Airlines,TPE-SYD,Taiwan,NE Asia,Taiwan,NE Asia,0,17,4692
09-2003,I,Sydney,Taipei,Eva Air,TPE-SYD,Taiwan,NE Asia,Taiwan,NE Asia,0,9,1944
09-2003,I,Sydney,Tokyo,Japan Airlines,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,30,12722
09-2003,I,Sydney,Tokyo,Qantas Airways,TYO-CNS-SYD,Japan,NE Asia,Japan,NE Asia,1,20,8646
09-2003,I,Sydney,Tokyo,Qantas Airways,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,1,394
09-2003,I,Sydney,Tokyo,Qantas Airways,TYO-SYD-MEL,Japan,NE Asia,Japan,NE Asia,0,29,11386
09-2003,I,Sydney,Tongatapu,Polynesian Airlines,APW-TBU-AKL-SYD,Tonga,Islands,Western Samoa,Islands,1,4,616
09-2003,I,Sydney,Tongatapu,Royal Tongan Airlines,TBU-AKL-SYD,Tonga,Islands,Tonga,Islands,1,9,1665
09-2003,I,Sydney,Vancouver,Air Canada,YVR-HNL-SYD,Canada,N America,Canada,N America,1,30,8455
09-2003,I,Sydney,Vienna,Lauda Air,VIE-KUL-SYD,Austria,Europe,Austria,Europe,1,22,7568
09-2003,I,Sydney,Wellington,Air New Zealand,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,49,5719
09-2003,I,Sydney,Wellington,Qantas Airways,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,60,7301
09-2003,O,Adelaide,Denpasar,Garuda Indonesia,ADL-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,1,13,3809
09-2003,O,Adelaide,Hong Kong,Cathay Pacific Airways,ADL-MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,8,2008
09-2003,O,Adelaide,Kuala Lumpur,Malaysia Airlines,ADL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,17,4726
09-2003,O,Adelaide,Singapore,Qantas Airways,MEL-ADL-DRW-SIN,Singapore,SE Asia,Singapore,SE Asia,1,5,1137
09-2003,O,Adelaide,Singapore,Qantas Airways,SYD-ADL-DRW-SIN,Singapore,SE Asia,Singapore,SE Asia,1,8,1816
09-2003,O,Adelaide,Singapore,Singapore Airlines,ADL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,12,3876
09-2003,O,Brisbane,Auckland,Air New Zealand,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,36,12669
09-2003,O,Brisbane,Auckland,Freedom Air International,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,18,2556
09-2003,O,Brisbane,Auckland,Garuda Indonesia,DPS-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,8,2296
09-2003,O,Brisbane,Auckland,Malaysia Airlines,KUL-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,5018
09-2003,O,Brisbane,Auckland,Qantas Airways,BNE-AKL-LAX,New Zealand,New Zealand,USA,N America,0,17,7306
09-2003,O,Brisbane,Auckland,Qantas Airways,SYD-BNE-AKL-LAX,New Zealand,New Zealand,USA,N America,0,13,5563
09-2003,O,Brisbane,Auckland,Thai Airways International,BKK-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,3705
09-2003,O,Brisbane,Bandar Seri Begawan,Royal Brunei Airlines,BNE-BWN,Brunei,SE Asia,Brunei,SE Asia,0,18,3564
09-2003,O,Brisbane,Bangkok,Thai Airways International,AKL-BNE-BKK,Thailand,SE Asia,Thailand,SE Asia,0,13,3705
09-2003,O,Brisbane,Christchurch,Air New Zealand,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1088
09-2003,O,Brisbane,Christchurch,Freedom Air International,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,29,4119
09-2003,O,Brisbane,Christchurch,Qantas Airways,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2590
09-2003,O,Brisbane,Denpasar,Garuda Indonesia,AKL-BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,8,2296
09-2003,O,Brisbane,Denpasar,Garuda Indonesia,BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,5,1465
09-2003,O,Brisbane,Dunedin,Freedom Air International,BNE-DUD,New Zealand,New Zealand,New Zealand,New Zealand,0,13,1847
09-2003,O,Brisbane,Hamilton,Freedom Air International,BNE-HLZ,New Zealand,New Zealand,New Zealand,New Zealand,0,20,2840
09-2003,O,Brisbane,Hong Kong,Cathay Pacific Airways,BNE-CNS-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,8,2488
09-2003,O,Brisbane,Hong Kong,Cathay Pacific Airways,BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,4,1244
09-2003,O,Brisbane,Hong Kong,Cathay Pacific Airways,CNS-BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,8,2488
09-2003,O,Brisbane,Honiara,Solomon Airlines,BNE-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,9,1224
09-2003,O,Brisbane,Kuala Lumpur,Malaysia Airlines,AKL-BNE-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,14,5404
09-2003,O,Brisbane,Kuala Lumpur,Malaysia Airlines,BNE-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,12,2748
09-2003,O,Brisbane,Los Angeles,Qantas Airways,BNE-AKL-LAX,USA,N America,USA,N America,1,17,7306
09-2003,O,Brisbane,Los Angeles,Qantas Airways,SYD-BNE-AKL-LAX,USA,N America,USA,N America,1,13,5563
09-2003,O,Brisbane,Manila,Qantas Airways,SYD-BNE-MNL,Philippines,SE Asia,Philippines,SE Asia,0,4,908
09-2003,O,Brisbane,Nadi,Fiji Airways,BNE-NAN,Fiji,Islands,Fiji,Islands,0,30,4478
09-2003,O,Brisbane,Nauru,Our Airline,BNE-INU,Nauru,Islands,Nauru,Islands,0,4,440
09-2003,O,Brisbane,Nauru,Our Airline,MEL-BNE-INU,Nauru,Islands,Nauru,Islands,0,4,440
09-2003,O,Brisbane,Noumea,Air Caledonie,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,7,1027
09-2003,O,Brisbane,Noumea,Qantas Airways,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,4,560
09-2003,O,Brisbane,Osaka,Japan Airlines,BNE-SYD-OSA,Japan,NE Asia,Japan,NE Asia,1,30,14148
09-2003,O,Brisbane,Palmerston,Freedom Air International,BNE-PMR,New Zealand,New Zealand,New Zealand,New Zealand,0,17,2414
09-2003,O,Brisbane,Port Moresby,Air Niugini,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,16,3680
09-2003,O,Brisbane,Port Moresby,Air Niugini,SYD-BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,9,2070
09-2003,O,Brisbane,Port Vila,Air Vanuatu,BNE-VLI,Vanuatu,Islands,Vanuatu,Islands,0,13,1638
09-2003,O,Brisbane,Queenstown,Air New Zealand,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,3,408
09-2003,O,Brisbane,Queenstown,Qantas Airways,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,4,506
09-2003,O,Brisbane,Rome,Qantas Airways,BNE-SIN-ROM,Italy,Europe,Italy,Europe,1,1,422
09-2003,O,Brisbane,Rome,Qantas Airways,SYD-BNE-SIN-ROM,Italy,Europe,Italy,Europe,1,1,422
09-2003,O,Brisbane,Seoul,Korean Air,BNE-SEL,Korea,NE Asia,Korea,NE Asia,0,8,2094
09-2003,O,Brisbane,Singapore,Qantas Airways,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,20,8440
09-2003,O,Brisbane,Singapore,Qantas Airways,BNE-SIN-ROM,Singapore,SE Asia,Italy,Europe,0,1,422
09-2003,O,Brisbane,Singapore,Qantas Airways,SYD-BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,8,2596
09-2003,O,Brisbane,Singapore,Qantas Airways,SYD-BNE-SIN-ROM,Singapore,SE Asia,Italy,Europe,0,1,422
09-2003,O,Brisbane,Singapore,Singapore Airlines,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,60,19380
09-2003,O,Brisbane,Taipei,China Airlines,BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,5,1380
09-2003,O,Brisbane,Taipei,Eva Air,BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,9,2034
09-2003,O,Brisbane,Tokyo,Japan Airlines,BNE-TYO,Japan,NE Asia,Japan,NE Asia,0,30,12734
09-2003,O,Brisbane,Wellington,Freedom Air International,BNE-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,25,3550
09-2003,O,Brisbane,Wellington,Qantas Airways,BNE-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,13,1560
09-2003,O,Cairns,Auckland,Air New Zealand,CNS-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,9,3042
09-2003,O,Cairns,Fukuoka,Australian Airlines,CNS-FUK,Japan,NE Asia,Japan,NE Asia,0,13,3481
09-2003,O,Cairns,Guam,Continental Micronesia,CNS-GUM,Guam,Islands,Guam,Islands,0,13,2002
09-2003,O,Cairns,Guam,Qantas Airways,SYD-CNS-GUM-TYO,Guam,Islands,Japan,NE Asia,0,1,450
09-2003,O,Cairns,Hong Kong,Australian Airlines,CNS-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,8,2168
09-2003,O,Cairns,Hong Kong,Cathay Pacific Airways,BNE-CNS-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,8,2488
09-2003,O,Cairns,Hong Kong,Cathay Pacific Airways,CNS-BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,8,2488
09-2003,O,Cairns,Kota Kinabalu,Australian Airlines,CNS-SIN-BKI,Malaysia,SE Asia,Malaysia,SE Asia,1,4,1084
09-2003,O,Cairns,Nagoya,Australian Airlines,CNS-NGO,Japan,NE Asia,Japan,NE Asia,0,4,1084
09-2003,O,Cairns,Nagoya,Australian Airlines,SYD-CNS-NGO,Japan,NE Asia,Japan,NE Asia,0,26,7046
09-2003,O,Cairns,Osaka,Australian Airlines,CNS-OSA,Japan,NE Asia,Japan,NE Asia,0,2,458
09-2003,O,Cairns,Osaka,Australian Airlines,OOL-CNS-OSA,Japan,NE Asia,Japan,NE Asia,0,18,4878
09-2003,O,Cairns,Port Moresby,Air Niugini,CNS-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,47,3398
09-2003,O,Cairns,Singapore,Australian Airlines,CNS-SIN,Singapore,SE Asia,Singapore,SE Asia,0,9,2439
09-2003,O,Cairns,Singapore,Australian Airlines,CNS-SIN-BKI,Singapore,SE Asia,Malaysia,SE Asia,0,4,1084
09-2003,O,Cairns,Tokyo,Qantas Airways,CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,9,3910
09-2003,O,Cairns,Tokyo,Qantas Airways,MEL-SYD-CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,1,432
09-2003,O,Cairns,Tokyo,Qantas Airways,SYD-CNS-GUM-TYO,Japan,NE Asia,Japan,NE Asia,1,1,450
09-2003,O,Cairns,Tokyo,Qantas Airways,SYD-CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,20,8636
09-2003,O,Christmas Island,Jakarta,Merpati Nusantara Airlines,XCH-JKT,Indonesia,SE Asia,Indonesia,SE Asia,0,4,400
09-2003,O,Darwin,Bandar Seri Begawan,Royal Brunei Airlines,DRW-BWN,Brunei,SE Asia,Brunei,SE Asia,0,8,1204
09-2003,O,Darwin,Denpasar,Garuda Indonesia,DRW-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,8,1072
09-2003,O,Darwin,Denpasar,Qantas Airways,DRW-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,8,1090
09-2003,O,Darwin,Hong Kong,Qantas Airways,MEL-SYD-DRW-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,2,454
09-2003,O,Darwin,Singapore,Qantas Airways,MEL-ADL-DRW-SIN,Singapore,SE Asia,Singapore,SE Asia,0,5,1137
09-2003,O,Darwin,Singapore,Qantas Airways,SYD-ADL-DRW-SIN,Singapore,SE Asia,Singapore,SE Asia,0,8,1816
09-2003,O,Gold Coast,Auckland,Freedom Air International,OOL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,4254
09-2003,O,Gold Coast,Christchurch,Freedom Air International,OOL-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,13,1846
09-2003,O,Gold Coast,Dunedin,Freedom Air International,OOL-DUD,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1136
09-2003,O,Gold Coast,Hamilton,Freedom Air International,OOL-HLZ,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1136
09-2003,O,Gold Coast,Osaka,Australian Airlines,OOL-CNS-OSA,Japan,NE Asia,Japan,NE Asia,1,18,4878
09-2003,O,Melbourne,Auckland,Air New Zealand,MEL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,59,12692
09-2003,O,Melbourne,Auckland,Emirates,DXB-SIN-MEL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,29,10635
09-2003,O,Melbourne,Auckland,Qantas Airways,MEL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,59,13728
09-2003,O,Melbourne,Auckland,Qantas Airways,MEL-CHC-AKL,New Zealand,New Zealand,New Zealand,New Zealand,1,1,229
09-2003,O,Melbourne,Bangkok,Qantas Airways,SYD-MEL-BKK-LON,Thailand,SE Asia,UK,Europe,0,1,394
09-2003,O,Melbourne,Bangkok,Thai Airways International,MEL-BKK,Thailand,SE Asia,Thailand,SE Asia,0,20,5700
09-2003,O,Melbourne,Bangkok,Thai Airways International,SYD-MEL-BKK,Thailand,SE Asia,Thailand,SE Asia,0,29,8458
09-2003,O,Melbourne,Beijing,Air China,MEL-SYD-CAN-BJS,China,NE Asia,China,NE Asia,2,9,2709
09-2003,O,Melbourne,Beijing,Air China,MEL-SYD-SHA-BJS,China,NE Asia,China,NE Asia,2,5,1505
09-2003,O,Melbourne,Chicago,United Airlines,MEL-SYD-LAX-CHI,USA,N America,USA,N America,2,30,10410
09-2003,O,Melbourne,Christchurch,Air New Zealand,MEL-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,30,3596
09-2003,O,Melbourne,Christchurch,Qantas Airways,MEL-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,26,4160
09-2003,O,Melbourne,Christchurch,Qantas Airways,MEL-CHC-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,1,229
09-2003,O,Melbourne,Denpasar,Air Paradise International,MEL-SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,1,9,2403
09-2003,O,Melbourne,Denpasar,Air Paradise International,SYD-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,8,2038
09-2003,O,Melbourne,Denpasar,Australian Airlines,SYD-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,4,1084
09-2003,O,Melbourne,Denpasar,Garuda Indonesia,ADL-MEL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,13,3809
09-2003,O,Melbourne,Denpasar,Garuda Indonesia,MEL-SYD-DPS,Indonesia,SE Asia,Indonesia,SE Asia,1,5,1465
09-2003,O,Melbourne,Dubai,Emirates,AKL-MEL-SIN-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,11015
09-2003,O,Melbourne,Dunedin,Freedom Air International,MEL-DUD,New Zealand,New Zealand,New Zealand,New Zealand,0,4,568
09-2003,O,Melbourne,Frankfurt,Qantas Airways,SYD-MEL-SIN-FRA,Germany,Europe,Germany,Europe,1,1,432
09-2003,O,Melbourne,Guangzhou,Air China,MEL-SYD-CAN-BJS,China,NE Asia,China,NE Asia,1,9,2709
09-2003,O,Melbourne,Guangzhou,China Southern Airlines,MEL-SYD-CAN,China,NE Asia,China,NE Asia,1,9,2583
09-2003,O,Melbourne,Hamilton,Freedom Air International,MEL-HLZ,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1278
09-2003,O,Melbourne,Hanoi,Vietnam Airlines,MEL-SGN-HAN,Vietnam,SE Asia,Vietnam,SE Asia,1,9,2310
09-2003,O,Melbourne,Ho Chi Minh City,Vietnam Airlines,MEL-SGN-HAN,Vietnam,SE Asia,Vietnam,SE Asia,0,9,2310
09-2003,O,Melbourne,Hong Kong,Cathay Pacific Airways,ADL-MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,8,2008
09-2003,O,Melbourne,Hong Kong,Cathay Pacific Airways,MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,7522
09-2003,O,Melbourne,Hong Kong,Qantas Airways,MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,12,2724
09-2003,O,Melbourne,Hong Kong,Qantas Airways,MEL-SYD-DRW-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,2,2,454
09-2003,O,Melbourne,Hong Kong,Qantas Airways,MEL-SYD-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,14,3178
09-2003,O,Melbourne,Hong Kong,Qantas Airways,SYD-MEL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,7,1754
09-2003,O,Melbourne,Honolulu,Qantas Airways,MEL-SYD-HNL,USA,N America,USA,N America,1,10,2437
09-2003,O,Melbourne,Honolulu,Qantas Airways,MEL-SYD-NAN-HNL,USA,N America,USA,N America,2,1,227
09-2003,O,Melbourne,Kuala Lumpur,Lauda Air,MEL-KUL-VIE,Malaysia,SE Asia,Austria,Europe,0,8,2752
09-2003,O,Melbourne,Kuala Lumpur,Malaysia Airlines,MEL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,43,11954
09-2003,O,Melbourne,Kuala Lumpur,Malaysia Airlines,SYD-MEL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,17,4726
09-2003,O,Melbourne,London,British Airways,MEL-SIN-LON,UK,Europe,UK,Europe,1,27,9477
09-2003,O,Melbourne,London,Qantas Airways,MEL-SIN-LON,UK,Europe,UK,Europe,1,30,11819
09-2003,O,Melbourne,London,Qantas Airways,SYD-MEL-BKK-LON,UK,Europe,UK,Europe,1,1,394
09-2003,O,Melbourne,Los Angeles,Qantas Airways,MEL-LAX,USA,N America,USA,N America,0,30,10740
09-2003,O,Melbourne,Los Angeles,United Airlines,MEL-SYD-LAX-CHI,USA,N America,USA,N America,1,30,10410
09-2003,O,Melbourne,Manila,Philippine Airlines,MEL-SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,1,12,3624
09-2003,O,Melbourne,Manila,Qantas Airways,MEL-SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,1,1,229
09-2003,O,Melbourne,Mauritius,Air Mauritius,MEL-PER-MRU,Mauritius,Africa,Mauritius,Africa,1,5,1470
09-2003,O,Melbourne,Nadi,Fiji Airways,MEL-NAN,Fiji,Islands,Fiji,Islands,0,17,5056
09-2003,O,Melbourne,Nadi,Qantas Airways,MEL-SYD-NAN-HNL,Fiji,Islands,USA,N America,1,1,227
09-2003,O,Melbourne,Nauru,Our Airline,MEL-BNE-INU,Nauru,Islands,Nauru,Islands,1,4,440
09-2003,O,Melbourne,Palmerston,Freedom Air International,MEL-PMR,New Zealand,New Zealand,New Zealand,New Zealand,0,3,426
09-2003,O,Melbourne,Shanghai,Air China,MEL-SYD-SHA-BJS,China,NE Asia,China,NE Asia,1,5,1505
09-2003,O,Melbourne,Singapore,British Airways,MEL-SIN-LON,Singapore,SE Asia,UK,Europe,0,27,9477
09-2003,O,Melbourne,Singapore,Emirates,AKL-MEL-SIN-DXB,Singapore,SE Asia,United Arab Emirates,Middle East,0,30,11015
09-2003,O,Melbourne,Singapore,Qantas Airways,MEL-ADL-DRW-SIN,Singapore,SE Asia,Singapore,SE Asia,2,5,1137
09-2003,O,Melbourne,Singapore,Qantas Airways,MEL-SIN-LON,Singapore,SE Asia,UK,Europe,0,30,11819
09-2003,O,Melbourne,Singapore,Qantas Airways,SYD-MEL-SIN-FRA,Singapore,SE Asia,Germany,Europe,0,1,432
09-2003,O,Melbourne,Singapore,Singapore Airlines,MEL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,60,21242
09-2003,O,Melbourne,Tokyo,Qantas Airways,MEL-SYD-CNS-TYO,Japan,NE Asia,Japan,NE Asia,2,1,394
09-2003,O,Melbourne,Tokyo,Qantas Airways,MEL-SYD-TYO,Japan,NE Asia,Japan,NE Asia,1,28,10545
09-2003,O,Melbourne,Vienna,Lauda Air,MEL-KUL-VIE,Austria,Europe,Austria,Europe,1,8,2752
