BCF,BACH Flugbetriebsges,BACH,Austria
BCI,Blue Islands,BLUE ISLAND,United Kingdom
BCR,British Charter,BACKER,United Kingdom
BCT,BCT Aviation,BOBCAT,United Kingdom
BCV,Business Aviation Center,BUSINESS AVIATION,Ukraine
BCY,CityJet,CITY JET,Ireland
BDA,Blue Dart Aviation,BLUE DART,India
BON,B&H Airlines,Air Bosna,Bosnia and Herzegovina
BDF,Bissau Discovery Flying Club,BISSAU DISCOVERY,Guinea-Bissau
AYB,Belgian Army,BELGIAN ARMY,Belgium
BDR,Badr Airlines,BADR AIR,Sudan
BEA,Best Aviation Ltd,BEST AIR,Bangladesh
BED,Belgorod Aviation Enterprise,BELOGORYE,Russia
AJC,Bar Harbor Airlines,BAR HARBOR,United States
BEF,Balear Express,BALEAR EXPRESS,Spain
BEH,Bel Air Helicopters,BLUECOPTER,Denmark
BEK,Berkut Air,BERKUT,Kazakhstan
BET,BETA - Brazilian Express Transportes Aéreos,BETA CARGO,Brazil
BFC,Basler Flight Service,BASLER,United States
BFG,Bear Flight,BEARFLIGHT,Sweden
BFL,Buffalo Airways,BUFFALO,Canada
BFO,Bombardier,BOMBARDIER,Canada
BFR,Burkina Airlines,BURKLINES,Burkina Faso
BFS,Business Flight Sweden,BUSINESS FLIGHT,Sweden
BFW,Bahrain Defence Force,SUMMAN,Bahrain
BGH,BH Air,BALKAN HOLIDAYS,Bulgaria
BGI,British Gulf International,BRITISH GULF,São Tomé and Príncipe
BGK,British Gulf International-Fez,GULF INTER,Kyrgyzstan
BGL,Benin Golf Air,BENIN GOLF,Benin
BGM,Bugulma Air Enterprise,BUGAVIA,Russia
BGR,Budget Air Bangladesh,BUDGET AIR,Bangladesh
BGT,Bergen Air Transport,BERGEN AIR,Norway
BHA,Buddha Air,BUDDHA AIR,Nepal
BHI,Balkh Airlines,SHARIF,Afghanistan
BHL,Bristow Helicopters,BRISTOW,United Kingdom
BHN,Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria
BHO,Bhoja Airlines,BHOJA,Pakistan
BHP,Belair Airlines,BELAIR,Switzerland
BHR,Bighorn Airways,BIGHORN AIR,United States
BHS,Bahamasair,BAHAMAS,Bahamas
BHT,Bright Air,BRIGHTAIR,Netherlands
BHY,Bosphorus European Airways,BOSPHORUS,Turkey
BID,Binair,BINAIR,Germany
BIG,Big Island Air,BIG ISLE,United States
BIH,British International Helicopters,BRINTEL,United Kingdom
BIL,Billund Air Center,BILAIR,Denmark
BIN,Boise Interagency Fire Center,BISON-AIR,United States
BIR,Bird Leasing,BIRD AIR,United States
BIZ,Bizjet Ltd,BIZZ,United Kingdom
BJA,Baja Air,BAJA AIR,Mexico
BJC,Baltic Jet Aircompany,BALTIC JET,Latvia
BJS,Business Jet Solutions,SOLUTION,United States
BKA,Bankair,BANKAIR,United States
BKF,BF-Lento OY,BAKERFLIGHT,Finland
BKJ,Barken International,BARKEN JET,United States
BKP,Bangkok Airways,BANGKOK AIR,Thailand
BKV,Bukovyna,BUKOVYNA,Ukraine
BLB,Blue Bird Aviation,BLUEBIRD SUDAN,Sudan
BLC,Bellesavia,BELLESAVIA,Belarus
BLE,Blue Line,BLUE BERRY,France
BLF,Blue1,BLUEFIN,Finland
BLG,Belgavia,BELGAVIA,Belgium
BLH,Blue Horizon Travel Club,BLUE HORIZON,United States
BLJ,Blue Jet,BLUEWAY,Spain
BLL,Baltic Airlines,BALTIC AIRLINES,Russia
BLN,Bali International Air Service,BIAR,Indonesia
BLS,Bearskin Lake Air Service,BEARSKIN,Canada
BLT,Baltic Aviation,BALTAIR,United States
BLV,Bellview Airlines,BELLVIEW AIRLINES,Nigeria
BMA,BMI,MIDLAND,United Kingdom
BMR,BMI Regional,MIDLAND,United Kingdom
BMD,British Medical Charter,BRITISH MEDICAL,United Kingdom
BME,Briggs Marine Environmental Services,BRIGGS,United Kingdom
BMH,Bristow Masayu Helicopters,MASAYU,Indonesia
BMI,Bmibaby,BABY,United Kingdom
BMJ,Bemidji Airlines,BEMIDJI,United States
BML,Bismillah Airlines,BISMILLAH,Bangladesh
BMN,Bowman Aviation,BOWMAN,United States
BMW,BMW,BMW-FLIGHT,Germany
BMX,Banco de Mexico,BANXICO,Mexico
BND,Bond Offshore Helicopters,BOND,United Kingdom
BNE,Benina Air,BENINA AIR,Libya
BNG,BN Group Limited,VECTIS,United Kingdom
BNL,Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia
BNR,Bonair Aviation,BONAIR,Canada
BNS,Bancstar - Valley National Corporation,BANCSTAR,United States
BNT,Bentiu Air Transport,BENTIU AIR,Sudan
BNV,Benane Aviation Corporation,BENANE,Mauritania
BNW,British North West Airlines,BRITISH NORTH,United Kingdom
BOA,Boniair,KUMANOVO,Macedonia
BOD,Bond Air Services,UGABOND,Uganda
BOE,Boeing,BOEING,United States
BOF,Bordaire,BORDAIR,Canada
BOO,Bookajet Limited,BOOKAJET,United Kingdom
BOU,Bouraq Indonesia Airlines,BOURAQ,Indonesia
BPA,Blue Panorama Airlines,BLUE PANOROMA,Italy
BPK,Berkhut ZK,VENERA,Kazakhstan
BPO,Bundespolizei-Fliegertruppe,PIROL,Germany
BPS,Budapest Aircraft Services/Manx2,BASE,Hungary
BPT,Bonus Aviation,BONUS,United Kingdom
BRB,BRA-Transportes Aéreos,BRA-TRANSPAEREOS,Brazil
BRD,Brock Air Services,BROCK AIR,Canada
BRE,Breeze Ltd,AVIABREEZE,Ukraine
BRG,Bering Air,BERING AIR,United States
BRK,Briansk State Air Enterprise,BRIANSK-AVIA,Russia
BRN,Branson Airlines,BRANSON,United States
BRO,BASE Regional Airlines,COASTRIDER,Netherlands
BRS,Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil
BRT,British Regional Airlines,BRITISH,United Kingdom
BRU,Belavia Belarusian Airlines,BELARUS AVIA,Belarus
BRV,Bravo Air Congo,BRAVO,Democratic Republic of the Congo
BRW,Bright Aviation Services,BRIGHT SERVICES,Bulgaria
BNF,Braniff International Airways,Braniff,United States
BRX,Buffalo Express Airlines,BUFF EXPRESS,United States
BRY,Burundayavia,BURAIR,Kazakhstan
BSC,Bistair - Fez,BIG SHOT,Kyrgyzstan
BSD,Blue Star Airlines,AIRLINES STAR,Mexico
BSI,Brasair Transportes Aéreos,BRASAIR,Brazil
BSJ,Blue Swan Aviation,BLUE SWAN,United Kingdom
BSS,Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau
BST,Best Air,TUNCA,Turkey
BSW,Blue Sky Airways,SKY BLUE,Czech Republic
BSY,Big Sky Airlines,BIG SKY,United States
BTC,BAL Bashkirian Airlines,BASHKIRIAN,Russia
BTH,Baltijas Helicopters,BALTIJAS HELICOPTERS,Latvia
BTK,Baltyka,BALTYKA,Ukraine
BTL,Baltia Air Lines,BALTIA FLIGHT,United States
BTR,Botir-Avia,BOTIR-AVIA,Kyrgyzstan
GAA,Business Express,BIZEX,United States
BTT,BT-Slavuta,BEETEE-SLAVUTA,Ukraine
BTV,Batavia Air,BATAVIA,Indonesia
BTZ,Bristow U.S. LLC,BRISTOW,United States
BUC,Bulgarian Air Charter,BULGARIAN CHARTER,Bulgaria
BUL,Blue Airlines,BLUE AIRLINES,Democratic Republic of the Congo
BUN,Buryat Airlines Aircompany,BURAL,Russia
BUZ,Buzz Stansted,BUZZ,United Kingdom
BVA,Buffalo Airways,BUFFALO AIR,United States
BVC,Bulgarian Aeronautical Centre,BULGARIAN WINGS,Bulgaria
BVN,Baron Aviation Services,SHOW-ME,United States
BVT,Berjaya Air,BERJAYA,Malaysia
BWG,Blue Wings,BLUE WINGS,Germany
BWI,Blue Wing Airlines,BLUE TAIL,Suriname
BWL,British World Airlines,BRITWORLD,United Kingdom
BXA,Bahrain Executive Air Services,BEXAIR,Bahrain
BXH,Bar XH Air,PALLISER,Canada
BXI,Brussels International Airlines,XENIA,Belgium
BYA,Berry Aviation,BERRY,United States
BYF,San Carlos Flight Center,BAY FLIGHT,United States
BYL,Bylina Joint-Stock Company,BYLINA,Russia
BYE,Bayu Indonesia Air,BAYU,Indonesia
BZA,Bizair Fluggesellschaft,BERLIN BEAR,Germany
BZH,Brit Air,BRITAIR,France
BZZ,Butane Buzzard Aviation Corporation,BUZZARD,United Kingdom
AUJ,Business Flight Salzburg,AUSTROJET,Austria
CKM,BKS Air (Rivaflecha),COSMOS,Spain
CLF,Bristol Flying Centre,CLIFTON,United Kingdom
CLN,Barnes Olsen Aeroleasing,SEELINE,United Kingdom
CPJ,Baltimore Air Transport,CORPJET,United States
CXS,Boston-Maine Airways,CLIPPER CONNECTION,United States
BEL,Brussels Airlines,BEE-LINE,Belgium
EAH,Baltimore Airways,EASTERN,United States
EBA,Bond Aviation,BOND AVIATION,Italy
EXB,Brazilian Army Aviation,BRAZILIAN ARMY,Brazil
EXP,Business Express Delivery,EXPRESS AIR,Canada
HAW,Bangkok Aviation Center,THAI HAWK,Thailand
HAX,Benair,SCOOP,Norway
IBB,Binter Canarias,BINTER,Spain
IRJ,Bonyad Airlines,BONYAD AIR,Iran
IVR,Burundaiavia,RERUN,Kazakhstan
JOR,Blue Air,BLUE TRANSPORT,Romania
LAJ,British Mediterranean Airways,BEE MED,United Kingdom
LBY,Belle Air,ALBAN-BELLE,Albania
LED,Blom Geomatics,SWEEPER,Norway
LTL,Benin Littoral Airways,LITTORAL,Benin
LXJ,Bombardier Business Jet Solutions,FLEXJET,United States
LZB,Bulgaria Air,FLYING BULGARIA,Bulgaria
MBR,Brazilian Navy Aviation,BRAZILIAN NAVY,Brazil
NKF,Barents AirLink,NORDFLIGHT,Sweden
NYB,Belgian Navy,BELGIAN NAVY,Belgium
OGJ,Bakoji Airlines Services,BAKO AIR,Nigeria
PEB,Benders Air,PALEMA,Sweden
PNT,Balmoral Central Contracts,PORTNET,South Africa
POI,BGB Air,BOJBAN,Kazakhstan
PPS,Butte Aviation,PIPESTONE,United States
RHD,Bond Air Services,RED HEAD,United Kingdom
RLR,Business Airfreight,RATTLER,United States
RPX,BAC Express Airlines,RAPEX,United Kingdom
RRS,Boscombe Down DERA (Formation),BLACKBOX,United Kingdom
SCJ,Business Jet Sweden,SCANJET,Sweden
SHT,British Airways Shuttle,SHUTTLE,United Kingdom
SKH,British Sky Broadcasting,SKYNEWS,United Kingdom
TXB,Bell Helicopter Textron,TEXTRON,Canada
UKA,Buzzaway Limited,UKAY,United Kingdom
VLX,Biz Jet Charter,AVOLAR,United States
VOL,Blue Chip Jet,BLUE SPEED,Sweden
WFD,BAE Systems,AVRO,United Kingdom
WTN,BAE Systems,TARNISH,United Kingdom
XMS,British Airways Santa,SANTA,United Kingdom
ZBA,Boskovic Air Charters Limited,BOSKY,Kenya
BLM,Blue Sky Airlines,BLUE ARMENIA,Armenia
CAA,Civil Aviation Authority of the Czech Republic,INSPECTOR,Czech Republic
BKR,Civil Air Patrol South Carolina Wing,BOX KAR,United States
AWX,Civil Aviation Authority Directorate of Airspace Policy,ALLWEATHER,United Kingdom
BBN,Civil Aviation Authority Airworthiness Division,BRABAZON,United Kingdom
ATQ,CHC Helicopters Nigeria,COLIBRI,Nigeria
APL,Corporativo Aereo Principal,AEREO PRINCIPAL,Mexico
AIO,Chief of Staff, United States Air Force,AIR CHIEF,United States
AID,Christian Konig - Century Airbirds,CENTURY AIRBIRD,Austria
SMW,Carpatair Flight Service,SMART WINGS,Romania
CCL,Cambodia Airlines,ANGKOR WAT,Cambodia
CCB,Caricom Airways,DOLPHIN,Barbados
CYH,China Southern Airlines Henan,YUHAO,China
CFB,Chongqing Forebase General Aviation,FOREBASE,China
XCA,Colt Transportes Aereos,COLT,Brazil
GCY,CHC Global Operations International,HELIBIRD,United Kingdom
TIP,C and M Aviation,TRANSPAC,United States
SRJ,C Air Jet Airlines,SYRJET,Syrian Arab Republic
ORO,C N Air,CAPRI,Spain
RWG,C&M Airways,RED WING,United States
RMU,C.S.P., Societe,AIR-MAUR,Mauritania
CJZ,Caliber Jet,CALIBER JET,United States
CRC,Cameroon Airlines Corporation,CAMAIRCO,Cameroon
AUN,Common Sky,COMMON SKY,Austria
CBI,Cabi,CABI,Ukraine
CPI,Compagnia Aerea Italiana,AIRCAI,Italy
ICL,CAL Cargo Air Lines,CAL,Israel
CMR,CAM Air Management,CAMEO,United Kingdom
CTZ,CATA Línea Aérea,CATA,Argentina
CCF,CCF Manager Airline,TOMCAT,Germany
CED,CEDTA (Compañía Ecuatoriana De Transportes Aéreos),CEDTA,Ecuador
HBI,CHC Denmark,HELIBIRD,Denmark
HEM,CHC Helicopter,HEMS,Australia
SCH,CHC Airways,SCHREINER,Netherlands
HKS,CHC Helikopter Service,HELIBUS,Norway
VCI,CI-Tours,CI-TOURS,Ivory Coast
CMZ,CM Stair,CEE-EM STAIRS,Mauritania
CNT,Centre national d'études des télécommunications - C.N.E.T.,KNET,France
OAP,COAPA AIR,COAPA,Mexico
PDR,COMAV,SPEEDSTER,Namibia
CRH,CRI Helicopters Mexico,HELI-MEX,Mexico
IRO,CSA Air,IRON AIR,United States
CSE,CSE Aviation,OXFORD,United Kingdom
CTQ,CTK Network Aviation,CITYLINK,Ghana
CBR,Cabair College of Air Training,CABAIR,United Kingdom
CVE,Cabo Verde Express,KABEX,Cape Verde
CWD,Caernarfon Airworld,AMBASSADOR,United Kingdom
CXE,Caicos Express Airways,CAICOS,Turks and Caicos Islands
CGC,Cal Gulf Aviation,CAL-GULF,São Tomé and Príncipe
REZ,Cal-West Aviation,CAL AIR,United States
CSL,California Air Shuttle,CALIFORNIA SHUTTLE,United States
CMV,Calima Aviación,CALIMA,Spain
CAV,Calm Air,CALM AIR,Canada
CAM,Camai Air,AIR CAMAI,United States
KHV,Cambodia Angkor Air,ANGKOR AIR,Cambodia
UYC,Cameroon Airlines,CAM-AIR,Cameroon
HSO,Campania Helicopteros De Transporte,HELIASTURIAS,Spain
CJA,CanJet,CANJET,Canada
PIL,Canada Jet Charters,PINNACLE,Canada
CDN,Canadian Airlines,CANADIAN,Canada
CTG,Canadian Coast Guard,CANADIAN COAST GUARD,Canada
HIA,Canadian Eagle Aviation,HAIDA,Canada
CFC,Canadian Forces,CANFORCE,Canada
BZD,Canadian Global Air Ambulance,BLIZZARD,Canada
CDN,Canadian Helicopters,CANADIAN,Canada
TKR,Canadian Interagency Forest Fire Centre,TANKER,Canada
MPE,Canadian North,EMPRESS,Canada
CPC,Canadian Pacific Airlines,EMPRESS,Canada
CDR,Canadian Regional Airlines,CANADIAN REGIONAL,Canada
CWH,Canadian Warplane Heritage Museum,WARPLANE HERITAGE,Canada
CWA,Canadian Western Airlines,CANADIAN WESTERN,Canada
CWW,Canair,CANAIR,China
CUI,Cancun Air,CAN-AIR,Mexico
KAP,Cape Air,CAIR,United States
SEM,Cape Central Airways,SEMO,United States
CMY,Cape Smythe Air,CAPE SMYTHE AIR,United States
CPX,Capital Air Service,CAPAIR,United States
CPD,Capital Airlines,CAPITAL DELTA,Kenya
NCP,Capital Airlines Limited,CAPITAL SHUTTLE,Nigeria
CCI,Capital Cargo International Airlines,CAPPY,United States
CCQ,Capital City Air Carriers,CAP CITY,United States
EGL,Capital Trading Aviation,PRESTIGE,United Kingdom
CEX,Capitol Air Express,CAPITOL EXPRESS,United States
CWZ,Capitol Wings Airline,CAPWINGS,United States
VAN,Caravan Air,CAMEL,Mauritania
CWN,Cardiff Wales Flying Club,CAMBRIAN,United Kingdom
FVA,Cardinal/Air Virginia,AIR VIRGINIA,United States
GOL,Cardolaar,CARGOLAAR,Namibia
CDI,Cards Air Services,CARDS,Philippines
CFH,Care Flight,CARE FLIGHT,Australia
CDM,Carga Aérea Dominicana,CARGA AEREA,Dominican Republic
EST,Carga Express Internacional,CARGAINTER,Mexico
GGC,Cargo 360,LONG-HAUL,United States
MCX,Cargo Express,MAURICARGO,Mauritania
CRV,Cargo Ivoire,CARGOIV,Ivory Coast
CLM,Cargo Link (Caribbean),CARGO LINK,Barbados
CTW,Cargo Three,THIRD CARGO,Panama
CRG,Cargoitalia,WHITE PELICAN,Italy
CJT,Cargojet Airways,CARGOJET,Canada
CLX,Cargolux,CARGOLUX,Luxembourg
ICV,Cargolux Italia,CARGO MED,Italy
CGM,Cargoman,HOTEL CHARLIE,Oman
DEL,Carib Aviation,RED TAIL,Antigua and Barbuda
BCB,Carib Express,WAVEBIRD,Barbados
CBC,Caribair,CARIBAIR,Dominican Republic
DCC,Caribbean Air Cargo,CARICARGO,Barbados
CLT,Caribbean Air Transport,CARIBBEAN,Netherlands
BWA,Caribbean Airlines,CARIBBEAN,Trinidad and Tobago
IQQ,Caribbean Airways,CARIBJET,Barbados
TLC,Caribbean Express,CARIB-X,United States
GFI,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda
CRB,Caricom Airways,CARIBBEAN COMMUTER,Suriname
CRT,Caribintair,CARIBINTAIR,Haiti
CVG,Carill Aviation,CARILL,United Kingdom
KRP,Carpatair,CARPATAIR,Romania
CRR,Carranza,CARRANZA,Chile
ULS,Carroll Air Service,ULSTER,United States
CMT,Casement Aviation,CASEMENT,United States
CSO,Casino Airline,CASAIR,United States
CSP,Casper Air Service,CASPER AIR,United States
CPN,Caspian Airlines,CASPIAN,Iran
CSJ,Castle Aviation,CASTLE,United States
CAZ,Cat Aviation,EUROCAT,Switzerland
CBT,Catalina Flying Boats,CATALINA AIR,United States
TEX,Catex,CATEX,France
CPA,Cathay Pacific Airways,CATHAY,Hong Kong
CJR,Caverton Helicopters,CAVERTON AIR,Nigeria
CAY,Cayman Airways,CAYMAN,Cayman Islands
CEB,Cebu Pacific,CEBU,Philippines
CIL,Cecil Aviation,CECIL,United Kingdom
CEG,Cega Aviation,CEGA,United Kingdom
CEC,Celtic Airways,CELTAIR,United Kingdom
CWE,Celtic West,CELTIC,United Kingdom
CEV,Cente D'Essais En Vol,CENTEV,France
CNL,Centennial Airlines,WYO-AIR,United States
CNS,Cobalt Air,CHRONOS,United States
CVO,Center Vol,CENTERVOL,Spain
CTS,Center-South,CENTER-SOUTH,Russia
CET,Centrafrican Airlines,CENTRAFRICAIN,Central African Republic
CAX,Central Air Express,CENTRAL EXPRESS,Democratic Republic of the Congo
CTL,Central Airlines,CENTRAL COMMUTER,United States
CNY,Central Airways,CENTRAL LEONE,Sierra Leone
ACN,Central American Airlines,AEROCENTRO,Nicaragua
YOG,Central Aviation,YOGAN AIR,United States
DRN,Central De Discos De Reynosa,DISCOS REYNOSA,Mexico
CMA,Central European Airlines,EUROCENTRAL,Czech Republic
CHA,Central Flying Service,CHARTER CENTRAL,United States
CEM,Central Mongolia Airways,CENTRAL MONGOLIA,Mongolia
GLR,Central Mountain Air,GLACIER,Canada
CSI,Central Skyport,SKYPORT,United States
CLW,Centralwings,CENTRALWINGS,Poland
DTV,Centre Airlines,DUTCH VALLEY,United States
CGS,Centre of Applied Geodynamica,GEO CENTRE,Russia
CVC,Centre-Avia,AVIACENTRE,Russia
CCV,Centro De Helicopteros Corporativos,HELICORPORATIVO,Mexico
ACF,Centro de Formación Aeronáutica de Canarias,FORCAN,Spain
CWC,Centurion Air Cargo,CHALLENGE CARGO,United States
URY,Century Aviation,CENTURY AVIA,Mexico
CER,Cetraca Aviation Service,CETRACA,Democratic Republic of the Congo
IRU,Chabahar Airlines,CHABAHAR,Iran
CLG,Chalair Aviation,CHALLAIR,France
CHK,Chalk's International Airlines,CHALKS,United States
CLS,Challenge Air Transport,AIRISTO,Germany
CHS,Challenge Aviation,CHALLENGE AVIATION,Australia
OFF,Challenge International Airlines,CHALLENGE AIR,United States
CHG,Challenge Aero,SKY CHALLENGER,Ukraine
CPH,Champagne Airlines,CHAMPAGNE,France
CCP,Champion Air,CHAMPION AIR,United States
NCH,Chanchangi Airlines,CHANCHANGI,Nigeria
CGN,Chang'an Airlines,CHANGAN,China
CHN,Channel Island Aviation,CHANNEL,United States
WML,Chantilly Air,MARLIN,United States
CPL,Chaparral Airlines,CHAPARRAL,United States
CSU,Chari Aviation Services,CHARI SERVICE,Chad
CAH,Charlan Air Charter,CHARLAN,South Africa
HMD,Charlie Hammonds Flying Service,HAMMOND,United States
CHW,Charter Air,CHARTER WIEN,Austria
HRT,Chartright Air,CHARTRIGHT,Canada
CHQ,Chautauqua Airlines,CHAUTAUQUA,United States
CBB,Cheboksary Airenterprise JSC,CHEBAIR,Russia
CHZ,Cherline,CHERL,Russia
CMK,Chernomor-Avia,CHERAVIA,Russia
CBM,Cherokee Express,BLUE MAX,United States
CCY,Cherry Air,CHERRY,United States
CAB,Chesapeake Air Service,CHESAPEAKE AIR,United States
CVR,Chevron U.S.A,CHEVRON,United States
CYA,Cheyenne Airways,CHEYENNE AIR,United States
CGO,Chicago Air,WILD ONION,United States
WDY,Chicago Express Airlines,WINDY CITY,United States
RAT,Chief Rat Flight Services,RIVERRAT,South Africa
CCH,Chilchota Taxi Aéreo,CHILCHOTA,Mexico
DES,Chilcotin Caribou Aviation,CHILCOTIN,Canada
CAD,Chilliwack Aviation,CHILLIWACKAIR,Canada
ETN,Chim-Nir Aviation,CHMINIR,Israel
CAL,China Airlines,DYNASTY,Taiwan
CKK,China Cargo Airlines,CARGO KING,China
CES,China Eastern Airlines,CHINA EASTERN,China
HXA,China Express Airlines,CHINA EXPRESS,China
CFA,China Flying Dragon Aviation,FEILONG,China
CTH,China General Aviation Corporation,TONGHANG,China
CAG,China National Aviation Corporation,CHINA NATIONAL,China
CBF,China Northern Airlines,CHINA NORTHERN,China
CNW,China Northwest Airlines,CHINA NORTHWEST,China
CHC,China Ocean Helicopter Corporation,CHINA HELICOPTER,China
CYZ,China Postal Airlines,CHINA POST,China
CSN,China Southern Airlines,CHINA SOUTHERN,China
CXN,China Southwest Airlines,CHINA SOUTHWEST,China
CUA,China United Airlines,LIANHANG,China
CXH,China Xinhua Airlines,XINHUA,China
CYH,China Yunnan Airlines,YUNNAN,China
CGU,Chinguetti Airlines,CHINGUETTI,Mauritania
CEP,Chipola Aviation,CHIPOLA,United States
CPW,Chippewa Air Commuter,CHIPPEWA-AIR,United States
CHF,Chitaavia,CHITA,Russia
CAS,Christman Air System,CHRISTMAN,United States
OEC,Christophorus Flugrettungsverein,CHRISTOPHORUS,Austria
CHO,Chrome Air Services,CHROME AIR,United States
CHU,Church Aircraft,CHURCHAIR,United States
CIU,Cielos Airlines,CIELOS,Peru
CIM,Cimber Sterling,CIMBER,Denmark
CIN,Cinnamon Air,CINNAMON,Sri Lanka
RRU,Cirrus,HELICIRRUS,Chile
NTS,Cirrus Air,NITE STAR,United States
RUS,Cirrus Airlines,CIRRUS AIR,Germany
FIV,Citationshares,FIVE STAR,United States
HZX,Citic General Aviation,ZHONGXIN,China
SDR,City Airline,SWEDESTAR,Sweden
CIX,City Connexion Airlines,CONNEXION,Burundi
BCY,CityJet,CITY-IRELAND,Ireland
CAQ,Cityair (Chester) Limited,AIR CHESTER,United Kingdom
CII,Cityfly,CITYFLY,Italy
CFE,CityFlyer Express,FLYER,United Kingdom
CNB,Cityline Hungary,CITYHUN,Hungary
HSR,Citylink Airlines,HOOSIER,United States
CIW,Civair Airways,CIVFLIGHT,South Africa
CAP,Civil Air Patrol,CAP,United States
CAT,Civil Air Transport,Mandarin,Taiwan
CIA,Civil Aviation Authority,CALIMERA,Slovakia
CIV,Civil Aviation Authority of New Zealand,CIVAIR,New Zealand
CBA,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic
FMC,Claessens International Limited,CLAESSENS,United Kingdom
CLK,Clark Aviation,CLARKAIR,United States
CSF,Clasair,CALEDONIAN,United Kingdom
CLY,Clay Lacy Aviation,CLAY-LACY,United States
CGK,Click Airways,CLICK AIR,Kyrgyzstan
CLZ,Cloud 9 Air Charters,CLOUDLINE,South Africa
CLD,Clowes Estates Limited,CLOWES,United Kingdom
SDJ,Club 328,SPACEJET,United Kingdom
ISG,Club Air,CLUBAIR,Italy
CST,Coast Air,COAST CENTER,Norway
TCL,Coastal Air Transport,TRANS COASTAL,United States
CNG,Coastal Airways,SID-AIR,United States
CSV,Coastal Travels,COASTAL TRAVEL,Tanzania
CHL,Cohlmia Aviation,COHLMIA,United States
OLR,Colaéreos,COLAEREOS,Ecuador
CLE,Colemill Enterprises,COLEMILL,United States
CJC,Colgan Air,COLGAN,United States
CAE,Colibri Aviation,HUMMINGBIRD,Canada
COL,Columbia Air,COLUMBIA AIR,Croatia
WCO,Columbia Helicopters,COLUMBIA HELI,United States
KLR,Columbus Air Transport,KAY-LER,United States
GHP,Colvin Aviation,GRASSHOPPER EX,United States
COM,Comair,COMAIR,United States
CAW,Comair,COMMERCIAL,South Africa
CDE,Comed Group,COMEX,United Kingdom
CVV,Comeravia,COMERAVIA,Venezuela
CRS,Comercial Aérea,COMERCIAL AEREA,Mexico
CMG,Comet Airlines,SUNSPY,Nigeria
FYN,Comfort Air,FLYNN,Germany
CMJ,Comfort Jet Services,COMFORT JET,Togo
CLA,Comlux Aviation,COMLUX,Switzerland
CMH,Commair Aviation,COMMODORE,United Kingdom
CTM,Commandement Du Transport Aerien Militaire Francais,COTAM,France
CML,Commander Air Charter,COMMANDAIR,Canada
CRM,Commander Mexicana,COMMANDERMEX,Mexico
CMS,Commercial Aviation,ACCESS,Canada
CJS,Commonwealth Jet Service,COMMONWEALTH,United States
UCA,CommutAir,COMMUTAIR,United States
CWK,Comores Airlines,CONTICOM,Comoros
CGR,Compagnia Generale Ripreseaeree,COMPRIP,Italy
CMM,Compagnie Aérienne du Mali,CAMALI,Mali
GIC,Compagnie de Bauxites de Guinee,CEBEGE,Guinea
ATF,Compañía Aerotécnicas Fotográficas,AEROTECNICAS,Spain
LCT,Compañía De Actividades Y Servicios De Aviación,STELLAIR,Spain
EJV,Compania Ejecutiva,EJECUTIVA,Mexico
HSE,Compania Helicopteros Del Sureste,HELISURESTE,Spain
MDR,Compania Mexicana De Aeroplanos,AEROPLANOS,Mexico
MXC,Compania Mexicargo,MEXICARGO,Mexico
HSS,Compañía Transportes Aéreos Del Sur,TAS HELICOPTEROS,Spain
TAV,Compañía de Servicios Aéreos Tavisa,TAVISA,Spain
CYF,Company Flight,COMPANY FLIGHT,Denmark
CPZ,Compass Airlines,Compass,United States
CPS,Compass International Airways,COMPASS,United Kingdom
CRC,Conair Aviation,CONAIR-CANADA,Canada
COD,Concordavia,CONCORDAVIA,Ukraine
CNR,Condor Aero Services,CONAERO,United States
CIB,Condor,CONDOR BERLIN,Germany
CFG,Condor Flugdienst,CONDOR,Germany
COF,Confort Air,CONFORT,Canada
CGA,Congressional Air,CONGRESSIONAL,United States
BSN,Connectair Charters,BASTION,Canada
CAC,Conquest Airlines,CONQUEST AIR,United States
CXO,Conroe Aviation Services,CONROE AIR,United States
VCH,Consorcio Helitec,CONSORCIO HELITEC,Venezuela
UZA,Constanta Airline,CONSTANTA,Ukraine
KIS,Contactair,CONTACTAIR,Germany
COA,Continental Airlines,CONTINENTAL,United States
PVV,Continental Airways,CONTAIR,Russia
CMI,Continental Micronesia,AIR MIKE,United States
CON,Continental Oil,CONOCO,United States
VCV,Conviasa,CONVIASA,Venezuela
CKA,Cook Inlet Aviation,COOK-AIR,United States
SVY,Cooper Aerial Surveys,SURVEYOR,United Kingdom
CMP,Copa Airlines,COPA,Panama
CAT,Copenhagen Air Taxi,AIRCAT,Denmark
COP,Copper State Air Service,COPPER STATE,United States
AAQ,Copterline,COPTERLINE,Finland
CCW,Central Charter,CENTRAL CHARTER,Czech Republic
CAI,Corendon Airlines,CORENDON,Turkey
CRA,Coronado Aerolíneas,CORAL,Colombia
CPB,Corpac Canada,PENTA,Canada
CNC,Corporación Aéreo Cencor,CENCOR,Mexico
CPG,Corporacion Aeroangeles,CORPORANG,Mexico
CPT,Corporate Air,AIR SPUR,United States
